"site_id","安","巴","白","包","兵","步","才","蔡","曹","曾","沈","陳","程","戴","鄧","丁","董","杜","范","方","風","馮","傅","甘","高","葛","龔","古","谷","官","郭","何","洪","侯","胡","華","黄","黃","紀","簡","江","姜","蔣","金","康","柯","賴","藍","雷","黎","李","豊","力","連","梁","廖","林","凌","留","劉","柳","盧","陸","呂","羅","馬","買","麥","毛","穆","歐","潘","彭","錢","邱","全","饒","阮","沙","邵","施","石","史","司","松","宋","蘇","孫","湯","唐","田","童","凃","涂","汪","王","魏","温","溫","翁","巫","吳","伍","武","夏","蕭","謝","辛","幸","徐","許","薛","顏","嚴","楊","姚","葉","易","尤","游","余","俞","袁","粘","詹","張","張簡","章","趙","鄭","鍾","鐘","周","朱","莊","卓","宗"
"苗栗縣三義鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,4.7,NA,NA,NA,NA,NA,5.5,NA,NA,5.4,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,4.7,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,2.2,NA,NA,4.5,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,5.1,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA
"苗栗縣獅潭鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,2,NA,NA,NA,NA,NA,3.5,NA,NA,NA,3.4,NA,NA,NA,NA,1.8,6,NA,NA,8.9,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,1.8,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,4.7,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,3.9,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA
"苗栗縣泰安鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,2.4,NA,NA,NA,NA,2.5,3.1,NA,NA,NA,5.4,NA,NA,NA,NA,NA,9.5,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,4.7,NA,NA,1.4,NA,NA,NA,NA,4,NA,2.2,NA,NA,NA,NA,NA,NA,NA,2.2,7.2,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
"苗栗縣通霄鎮",NA,NA,NA,NA,NA,NA,NA,1.9,NA,2,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.6,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,6.3,NA,NA,NA,NA,NA,5,NA,NA,2.6,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,1.5,NA,NA,3.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,7.6,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA
"苗栗縣銅鑼鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,7.1,NA,NA,NA,NA,0.9,3.8,NA,NA,6.3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3.2,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,4.7,NA,NA,5.2,NA,NA,NA,NA,1,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA
"苗栗縣頭份市",NA,NA,NA,NA,NA,NA,NA,1.4,NA,2.2,NA,10.3,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,3.5,NA,NA,NA,NA,1.6,9.2,NA,NA,3.9,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,2,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,1.6,NA,NA,4.3,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
"苗栗縣頭屋鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,4.2,NA,NA,2.4,NA,NA,NA,NA,NA,3,NA,NA,NA,3.1,NA,NA,NA,NA,NA,4.4,NA,NA,7.1,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,5.6,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,1.6,2.8,NA,NA,NA,NA,5.5,NA,NA,6.8,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"苗栗縣西湖鄉",NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,2.4,NA,NA,NA,NA,NA,3.6,NA,NA,2.4,6.3,NA,NA,NA,NA,NA,4.1,NA,NA,8.6,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,3.3,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,4.8,NA,NA,NA,1.9,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"苗栗縣苑裡鎮",NA,NA,NA,NA,NA,NA,NA,2.1,NA,1.4,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,6.2,NA,NA,NA,NA,NA,5.6,NA,NA,4,NA,NA,NA,1.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,NA,NA,NA,1.4,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA
"苗栗縣造橋鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,1.6,NA,NA,NA,NA,NA,1.6,NA,NA,NA,3.5,NA,NA,NA,NA,2.8,5.6,NA,NA,4.1,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,3.4,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,2.3,NA,NA,3.9,1.3,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA
"苗栗縣竹南鎮",NA,NA,NA,NA,NA,NA,NA,2.4,NA,1.5,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,1.3,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,12.4,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,1.9,NA,NA,1.8,2.1,NA,NA,NA,1.8,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2.1,1.6,NA,NA,NA,NA,NA,NA
"苗栗縣卓蘭鎮",NA,NA,NA,NA,NA,NA,NA,2,NA,1.9,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,1.5,NA,NA,NA,NA,NA,3.7,NA,NA,NA,3,NA,NA,NA,NA,2.4,4.9,NA,NA,6.9,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,1.1,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,2,NA,NA,3.4,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,17.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"南投縣埔里鎮",NA,NA,NA,NA,NA,NA,NA,3,NA,1.7,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,4.2,NA,NA,NA,NA,1.6,6.2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,1.8,NA,NA,2.5,2,NA,NA,NA,2,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"南投縣草屯鎮",NA,NA,1.3,NA,NA,NA,NA,2.1,NA,1.8,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,4.9,NA,4.7,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,11.5,NA,NA,NA,NA,2.2,11.5,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,2.9,NA,NA,NA,1.3,1.2,NA,NA,NA,2.5,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA
"南投縣國姓鄉",NA,NA,NA,NA,NA,NA,NA,1.9,NA,2.2,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,4.7,NA,NA,NA,NA,1.8,6.6,NA,NA,5.1,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,2.2,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,2.3,NA,NA,3.8,NA,NA,NA,NA,1.9,NA,2,NA,NA,NA,NA,NA,NA,NA,1.6,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"南投縣集集鎮",NA,NA,NA,NA,NA,NA,NA,1.9,NA,1.4,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,1,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,2.6,NA,NA,NA,NA,2.5,8.2,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,6.3,NA,NA,NA,2,1.4,NA,NA,NA,1.7,NA,NA,NA,5.6,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA
"南投縣鹿谷鄉",NA,NA,NA,NA,NA,NA,NA,1.3,NA,1.1,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,1.1,1.3,NA,NA,NA,2.1,NA,NA,NA,NA,1.4,18.1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.7,NA,NA,NA,0.9,1.6,NA,NA,NA,2.5,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA
"南投縣名間鄉",NA,NA,NA,NA,NA,NA,NA,3.1,NA,1,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,5.6,NA,NA,NA,NA,1.6,5.6,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,8.9,NA,NA,NA,1.1,4.1,NA,NA,NA,1.4,NA,NA,NA,1.9,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"南投縣南投市",NA,NA,NA,NA,NA,NA,NA,2.2,NA,3.7,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,3.7,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,3.9,NA,NA,NA,NA,3.6,7.8,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,4.8,NA,NA,NA,1.9,2.3,NA,NA,NA,3.2,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"南投縣仁愛鄉",NA,NA,1.5,NA,NA,NA,NA,2.5,NA,2.2,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,2.1,2.5,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,1.7,7,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"南投縣水里鄉",NA,NA,NA,NA,NA,NA,NA,2.1,NA,1.5,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,3.4,NA,NA,NA,NA,1.7,7.5,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,3.4,NA,NA,NA,2.3,2.1,NA,NA,1.5,2.6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA
"南投縣信義鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,1.9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,3.7,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,10.2,NA,NA,NA,NA,NA,NA,2.4,2.7,3.5,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,2,4.7,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"南投縣魚池鄉",NA,NA,NA,NA,NA,NA,NA,2.5,NA,1.1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,3.4,NA,NA,NA,NA,NA,4.8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,2.5,4.1,NA,NA,NA,NA,1.2,NA,NA,NA,1.5,NA,NA,NA,4.6,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA
"南投縣中寮鄉",NA,NA,NA,NA,NA,NA,NA,1.7,NA,2.8,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,4.8,NA,1.5,1.7,NA,NA,NA,NA,NA,1.8,NA,NA,NA,5.5,NA,NA,NA,NA,11.6,5.4,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,5.6,NA,NA,NA,2.3,1.9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"南投縣竹山鎮",NA,NA,NA,NA,NA,NA,NA,2.3,NA,3.6,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,3.3,NA,NA,NA,NA,1.9,13.9,NA,NA,5.8,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,4,NA,NA,NA,1.1,1.6,NA,NA,NA,1.7,NA,NA,NA,1.8,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,1.4,NA,NA,NA,NA,2,NA,NA
"澎湖縣白沙鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,3.4,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,1.7,NA,3,2.2,NA,NA,NA,NA,8.3,NA,NA,NA,1.7,3.8,NA,NA,NA,4.2,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,9.9,NA,NA,NA,NA,2.6,NA,NA
"澎湖縣湖西鄉",NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,11.1,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,4.1,NA,NA,1.9,NA,1.5,NA,3.3,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,1.2,NA,3.7,NA,NA,NA,NA,NA,2.1,NA,NA,11.4,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,2.1,2,NA,NA,NA,NA,NA,NA,NA
"澎湖縣馬公市",NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,4.9,NA,NA,1.8,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,1.9,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,2.5,NA,1.7,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,2.5,NA,NA,NA,NA,2.2,NA,NA
"澎湖縣七美鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,1.8,NA,NA,0.9,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4.3,NA,NA,12.6,NA,0.8,NA,NA,NA,14.1,NA,5.3,NA,0.8,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,1.7,1.2,NA,NA,2.4,NA,NA,NA
"澎湖縣望安鄉",NA,NA,NA,NA,NA,NA,NA,3.1,NA,1.7,NA,23.1,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,3.3,NA,NA,1.6,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,1.5,NA,NA,NA,4.7,NA,NA,NA,NA,2.3,NA,NA,NA,1.7,NA,NA,NA,1.7,NA,2.1,NA,NA,NA,NA,NA
